"UMAP_1","UMAP_2","sample","major_cluster_label_trained_with_all","cluster_label_trained_with_all","subclass_bootstrapping_probability","subclass_name","Subclass"
0.564125298086038,0.410442522409978,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.33931189912237,4.09669675553185,"E16_old","Non-Martinotti","Non-Martinotti_3",0.81,"052 Pvalb Gaba","052 Pvalb Gaba"
-4.30968767541326,-3.93686280524391,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
3.09031194311701,-0.163865366336284,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.0188940181104,3.96507444107872,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.36065584557928,-5.38734946524757,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
-2.46078330415166,-6.3773211029734,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
2.19569653135859,4.10592355454308,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.10056907075323,0.49920626604897,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.60694712263667,3.78540339196068,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.729672847810617,-4.49694905554908,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
3.18962973219477,-3.27796540534156,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
5.45587152105891,-1.24065206324714,"E16_old","LRP","LRP3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.588638009008536,4.57068028176171,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.69707220656001,-0.227901497241435,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.851970969262948,0.247045642379346,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.795426310476432,-6.03843531882423,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-2.51295548814214,5.67732348168236,"E16_old","Non-Martinotti","Non-Martinotti_2",0.75,"053 Sst Gaba","053 Sst Gaba"
-1.27365929025091,4.38528694832665,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.787183226522574,4.87970986092431,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.81005018812739,-2.65921626364845,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-6.40919882195867,1.43801583969933,"E16_old","Non-Martinotti","Non-Martinotti_4",0.94,"053 Sst Gaba","053 Sst Gaba"
-1.90301758187688,2.76839699471337,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.29560726744257,0.799552104118886,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
-3.58980637925542,-4.698566773292,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
3.98007482153498,3.22904171669823,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.230940448498769,-4.5383146790232,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
9.5951446877154,0.573240241650166,"E16_old","LRP","LRP_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.67096907037176,3.64189328873497,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.0646810368927625,4.4072190734182,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.681405602517953,1.46220221245629,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-6.26827484506048,0.0971654585186861,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
-2.28210264581121,3.96923556053978,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.94858652490056,-3.57850132262367,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
-3.20627981561101,3.92947044098717,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.45034116369807,-0.172616252061305,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.51934152704798,-0.962620356437144,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.63703125578486,-0.405823924895702,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.54746633904851,-3.60093126570838,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
-6.19814545052923,0.59989829981667,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"052 Pvalb Gaba","052 Pvalb Gaba"
9.92138999563777,-0.322500595208583,"E16_old","LRP","LRP_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.20855814355291,5.33869614327294,"E16_old","Non-Martinotti","Non-Martinotti_2",0.96,"052 Pvalb Gaba","052 Pvalb Gaba"
-0.60079354184545,-1.498535731193,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-1.27354377644933,3.55978884423119,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.62062996489131,2.11633338654381,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.07490164178289,1.83833768093926,"E16_old","Non-Martinotti","Non-Martinotti_4",0.79,"053 Sst Gaba","053 Sst Gaba"
-6.12494903939641,-3.63216195380348,"E16_old","Non-Martinotti","Non-Martinotti_3",0.95,"053 Sst Gaba","053 Sst Gaba"
2.34593576056086,1.45185734951836,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.40169674294866,3.64122452462059,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.66417866808497,-4.00289092337745,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-2.47642189401067,6.15877594673974,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.6863939179746,5.02897467339379,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
6.66594070059382,-1.06731698786872,"E16_old","LRP","LRP3",1,"056 Sst Chodl Gaba","056 Sst Chodl Gaba"
-1.82700663941778,6.56498970711571,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.65050226586736,-5.13408646857398,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
-4.55380970376409,-3.99712834632057,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-5.61781460183538,-3.29465923583168,"E16_old","Non-Martinotti","Non-Martinotti_3",0.71,"053 Sst Gaba","053 Sst Gaba"
-0.215895296510825,-1.85212407385963,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.40762502091802,6.31249918663842,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.79614359277166,3.64694442475182,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"052 Pvalb Gaba","052 Pvalb Gaba"
2.98427170378291,0.506105891111913,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.83150679009832,4.0749653788839,"E16_old","Non-Martinotti","Non-Martinotti_3",0.8,"053 Sst Gaba","053 Sst Gaba"
-3.44537288087285,3.87803067887169,"E16_old","Non-Martinotti","Non-Martinotti_3",0.89,"053 Sst Gaba","053 Sst Gaba"
9.67642253500544,-0.117306911703525,"E16_old","LRP","LRP_2",1,"056 Sst Chodl Gaba","056 Sst Chodl Gaba"
-1.29618674653448,-6.97638068472999,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.33082085984624,6.66209187233788,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.73347598451055,-5.4089373139109,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.0473445667592379,0.753917357567372,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.12835651772893,1.6213441106115,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
-1.69875091451086,6.2560378524099,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.60924190146052,-0.478527405616222,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.0114323510495516,3.83242978775841,"E16_old","Non-Martinotti","Non-Martinotti_1",0.98,"053 Sst Gaba","053 Sst Gaba"
1.47983687979304,-0.295056381579814,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
0.366675122204652,5.75042166436059,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.839413164678445,5.02994360649926,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.16683024031245,2.29843082154137,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.38594883543574,3.90277685845238,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.02819508177363,-2.30473671233314,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
5.24485868078791,-1.53143272673744,"E16_old","LRP","LRP3",1,"075 MEA-BST Lhx6 Nr2e1 Gaba","Other"
2.31663817030512,-0.745711901542125,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.74986630814947,-4.71257672583717,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
4.10526150328242,-2.8081027058329,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
2.21826809507929,-2.14968524253028,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
1.90943282705866,-4.52377686774391,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
-0.616906107839713,3.65898813927514,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-6.12931782143987,-3.58035240447181,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.22664457696355,1.22620858872277,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"052 Pvalb Gaba","052 Pvalb Gaba"
2.26126330954157,-1.02017865454811,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-0.794365467008719,3.8085350009237,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.27598732846654,-6.4119981316294,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-2.52212935822881,6.45022406304223,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.67848151785456,3.11276998246056,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.57558077437006,-0.188743629809795,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.404773594316611,2.64731397354943,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
8.92932456595027,0.253231233600201,"E16_old","LRP","LRP_2",1,"056 Sst Chodl Gaba","056 Sst Chodl Gaba"
3.3645059452685,-0.0795291302170136,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.71167558294856,1.52821542942864,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.35899561506831,3.99829520905358,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.374145568784842,4.89282574379784,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.4512351168958,3.86364807808739,"E16_old","Non-Martinotti","Non-Martinotti_3",0.72,"052 Pvalb Gaba","052 Pvalb Gaba"
0.789515434327951,-3.71400008475441,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
2.56497377020442,-0.264857896920619,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.651252092298636,7.50508656227929,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.58642667395197,-0.709824481364665,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.864768563333383,-0.53236089026588,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.91027981179632,-4.6706651238169,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.7338073863355,3.08190669739586,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.41644889253057,3.15239371979577,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.46214717763341,6.31627812111718,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.52473872763239,-0.335004427787242,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-6.2754755629865,-3.16869411742347,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.01331579548441,-3.67466316496986,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
10.0211786614092,0.471676698568883,"E16_old","LRP","LRP_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.49936825173772,-4.65992198264259,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
2.99315374952876,3.70238651955468,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
9.71464675528132,0.598362645748677,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.4417319907514,6.88749899590355,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.73676317793452,-4.12224469458717,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-1.35589784520544,3.44602217400414,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.06145149606145,5.79309286797387,"E16_old","Non-Martinotti","Non-Martinotti_2",0.8,"052 Pvalb Gaba","052 Pvalb Gaba"
-5.24123102563299,-5.19917569434303,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
-0.725422979768881,5.37295021736962,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
9.33708995443904,0.0502906652722976,"E16_old","LRP","LRP_2",1,"056 Sst Chodl Gaba","056 Sst Chodl Gaba"
-1.28389531510747,3.47867002213341,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.57714956862055,1.11186166727883,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.0689453021916059,-0.120863967892108,"E16_old","Martinotti","Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.4416406764356,3.27129163468224,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.26526326077856,2.90113296234948,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.097032322111955,-1.67833957945961,"E16_old","Non-Martinotti","Non-Martinotti_4",0.99,"053 Sst Gaba","053 Sst Gaba"
4.8013386116656,-1.23051796233314,"E16_old","LRP","LRP3",1,"053 Sst Gaba","053 Sst Gaba"
-1.73486870664037,6.44005360329491,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.05606263739192,0.212141192201199,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.57435676318728,-3.16049490248817,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-1.45924407380498,6.18082537377221,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.14164358514226,-4.80541739737648,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-1.67980653184331,2.53287067139489,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.94918829339422,1.63150288784844,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
1.96703308683955,-0.893716194983897,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.0578090683849958,3.2458969565664,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.103895618143907,2.87514223778588,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.0240140692623761,3.66593255722863,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.74581796067632,6.00603117668969,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
2.98906868559443,-4.03035197531837,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-4.14721924203313,-5.2592996147837,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.48739487069524,5.59796681130272,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.82061344521917,3.44434251511437,"E16_old","Non-Martinotti","Non-Martinotti_3",0.99,"052 Pvalb Gaba","052 Pvalb Gaba"
0.231101788260458,4.9421893569265,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.482628466066489,-0.289193728324352,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.0993367447224948,6.12612738335473,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.07396394151128,5.37556996071679,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.25074726479925,1.27708091461998,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.123736829933295,-2.0643898037638,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
-2.25465351479925,-3.53368482863563,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-1.66210144894994,6.41736902916771,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.649400530877939,0.0783650043044708,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
8.82348483664118,0.319456225875439,"E16_old","LRP","LRP3",1,"056 Sst Chodl Gaba","056 Sst Chodl Gaba"
-2.26056224244512,6.70212092125756,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
1.90642493826472,-0.543046751376567,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
3.81850594145381,-2.93097052847999,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-4.73626715081609,1.69865324223381,"E16_old","Non-Martinotti","Non-Martinotti_4",1,"053 Sst Gaba","053 Sst Gaba"
3.98817485434138,-2.53477630889076,"E16_old","Martinotti","Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
1.07801109415614,3.20186366761071,"E16_old","Martinotti","Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-5.93983084100164,-4.58709368979591,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"053 Sst Gaba","053 Sst Gaba"
9.17654460531794,0.383601626995625,"E16_old","LRP","LRP_2",1,"056 Sst Chodl Gaba","056 Sst Chodl Gaba"
-2.08972245591558,-4.51116881644386,"E16_old","Martinotti","Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.131553089741102,4.02480735504967,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.07747084039129,6.92586579048974,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
3.29860561949336,-3.12152323996681,"E16_old","LRP","LRP3",1,"053 Sst Gaba","053 Sst Gaba"
-2.40944415467657,-4.45272527014869,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
-1.1569567336408,3.9014932128225,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-2.28415018456853,7.3076096984182,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-1.63706940549291,3.06523241722924,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.85096317666448,-3.73460827147621,"E16_old","Martinotti","Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
0.140359087410798,4.95501770699364,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"053 Sst Gaba","053 Sst Gaba"
0.231031943025483,2.11909594261986,"E16_old","Martinotti","Martinotti_2",1,"048 RHP-COA Ndnf Gaba","Other"
-2.83235603707708,5.99478878701073,"E16_old","Non-Martinotti","Non-Martinotti_3",1,"053 Sst Gaba","053 Sst Gaba"
-5.871300758299,-0.587951460238872,"E16_old","Non-Martinotti","Non-Martinotti_4",0.88,"053 Sst Gaba","053 Sst Gaba"
-5.81141001122869,-3.68835935866493,"E16_old","Non-Martinotti","Non-Martinotti_5",0.87,"053 Sst Gaba","053 Sst Gaba"
1.25942927462183,-3.34255085265296,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
-1.3430991782514,4.06923856461388,"E16_old","Non-Martinotti","Non-Martinotti_2",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-6.16925007241643,0.266612506154599,"E16_old","Non-Martinotti","Non-Martinotti_4",0.9,"053 Sst Gaba","053 Sst Gaba"
-2.20054775613225,-4.11520896231788,"E16_old","Martinotti","Martinotti_2",1,"053 Sst Gaba","053 Sst Gaba"
9.70645183188044,-0.352914997693477,"E16_old","LRP","LRP_2",1,"056 Sst Chodl Gaba","056 Sst Chodl Gaba"
5.72453874212824,2.60516967499596,"E16_old","LRP","LRP4",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-0.78440851109899,4.35105862343651,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
0.110003194335332,4.14767327034813,"E16_old","Non-Martinotti","Non-Martinotti_1",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-4.37773329156316,-4.80345330512184,"E16_old","Non-Martinotti","Non-Martinotti_5",1,"045 OB-STR-CTX Inh IMN","045 OB-STR-CTX Inh IMN"
-3.08085996049322,3.56008686745507,"E16_old","Non-Martinotti","Non-Martinotti_3",0.98,"052 Pvalb Gaba","052 Pvalb Gaba"
