"DC1","DC2","Pseudotime","time_point","clusters"
0.00143088052497351,0.00616477060589183,0.0265106558962554,"P1","LRP1.0"
0.00078379791325382,0.00770037307858456,0.0261064650916032,"P1","LRP2.1"
-0.00477789646303244,0.00836442429224668,0.0942790913520668,"P1","LRP2.1"
0.00809058434001812,0.00211509754675586,0.0954501085301295,"P1","LRP2.1"
0.00705079969758919,-0.000676492791718209,0.0781680788879998,"P1","LRP1.0"
-0.0214653691465839,-0.00228108921261623,0.297905278079252,"P1","LRP2.1"
0.00767968385557191,0.00185503611517397,0.0852829364305615,"P1","LRP1.0"
0.0102853623077704,-0.00383893875615027,0.125319380414961,"P1","LRP1.0"
0.00611948452199946,0.00349752941784518,0.0656305035574139,"P1","LRP1.0"
0.00562797332444259,0.00676056207521906,0.0684363455637333,"P1","LRP2.1"
-0.00530272257850279,0.0143327250495939,0.10540739191609,"P1","LRP2.1"
-0.00151282373124646,0.0108263252490689,0.0510495159102367,"P1","LRP2.1"
0.012002820011227,-0.00877834453597069,0.151696408126776,"P1","LRP1.0"
0.000582393479027292,0.0104816558756434,0.0337770559599973,"P1","LRP2.1"
0.00876701405259696,-0.00557648314293243,0.110437007909081,"P1","LRP1.0"
0.0111785209756171,-0.0072435549762885,0.13985354527406,"P1","LRP1.0"
0.00892679406046444,-0.00319951672697844,0.105647000003418,"P1","LRP1.0"
8.97901668571587e-05,0.0111122290527207,0.0364043833627111,"P1","LRP2.1"
-0.00469148697794565,0.0131604790045664,0.0951330859643361,"P1","LRP2.1"
-0.00130483177965274,0.0102901605945029,0.0536929331023622,"P1","LRP2.1"
0.00915933150987717,-0.000720526013602132,0.108713523956012,"P1","LRP1.0"
0.00879272368152786,0.00131017010779112,0.11152053752756,"P1","LRP1.0"
0.0113640706276649,-0.00605066532155925,0.141081910226114,"P1","LRP1.0"
-0.00185272677598972,0.0134900568688004,0.0657154249861957,"P1","LRP2.1"
0.00347975729230275,0.00788547395351812,0.0341666064197396,"P1","LRP2.1"
0.00227256471276073,0.00585307056074739,0.0362968150322,"P1","LRP2.1"
-0.00617069138532283,0.00680339512474948,0.104792792158949,"P1","LRP2.1"
0.00450790546742989,0.00661336838546985,0.0566155662419131,"P1","LRP2.1"
-0.00688077162421845,0.0110616565847426,0.119924363906429,"P1","LRP2.1"
0.00174180606911598,0.00999078753728399,0.039065904384484,"P1","LRP2.1"
0.0126647333420046,-0.0115771804184258,0.168119083552275,"P1","LRP1.0"
0.00775677017946056,-0.00207612633370961,0.0905419990891775,"P1","LRP1.0"
0.00522266555381251,-0.000278119998668562,0.0672358332753481,"P1","LRP2.1"
0.00420685585967871,0.00869580359260367,0.0542308730792791,"P1","LRP2.1"
0.0099123262567707,-0.00641477760467875,0.12431135894599,"P1","LRP1.0"
0.00244045007263278,0.00854708815239532,0.0275433053401071,"P1","LRP2.1"
0.00457562472079445,0.00686946096110328,0.055609771153041,"P1","LRP2.1"
0.00766941344353272,-0.0017855565927457,0.0885597579838197,"P1","LRP1.0"
-0.0205870770669198,-0.00264298471727563,0.290254225170252,"P1","LRP2.1"
-0.00287945544863084,0.010875834706399,0.0699329932668257,"P1","LRP2.1"
0.00597829514872934,0.00227632974848601,0.05940374035389,"P1","LRP1.0"
-0.0095269569054346,0.00808416420147972,0.149574670572075,"P1","LRP2.1"
-0.000441636175269891,0.00837627026061504,0.0383133444132245,"P1","LRP2.1"
0.00174692546722115,0.00727353131195296,0.0178283419409095,"P1","LRP2.1"
0.00650816867792734,0.0018838625331858,0.0682854085859626,"P1","LRP2.1"
0.00307253622946249,0.00727598192223733,0.0265380116523479,"P1","LRP2.1"
-0.00103157169343094,0.00955407415038566,0.0431873606704208,"P1","LRP2.1"
0.00154713954713978,0.00921772704257851,0.0175725157325387,"P1","LRP2.1"
0.00347942027129198,0.00219932403745623,0.0464262324555744,"P1","LRP2.1"
-0.00513942325061598,0.0108648534551941,0.0957971363786619,"P1","LRP2.1"
0.00532141806660895,0.00414304340490841,0.0520282670074905,"P1","LRP1.0"
0.0109460481940489,-0.00400208715739986,0.136714777965845,"P1","LRP1.0"
-0.00138108124916145,0.0115854358460727,0.0519571196869522,"P1","LRP2.1"
-0.0080501674748022,0.00923473361662184,0.13316502565138,"P1","LRP2.1"
0.000626250572285207,0.0108150164723979,0.0364177294532369,"P1","LRP2.1"
5.2428609295114e-05,0.00785386683871503,0.0469723001177262,"P1","LRP2.1"
-0.00206954504448822,0.0113837487372256,0.0592959243816455,"P1","LRP2.1"
0.00855678077367593,0.000434145096676671,0.0986749837066946,"P1","LRP1.0"
0.0101371347374452,-0.00473898055470128,0.120667395863118,"P1","LRP1.0"
-0.00129365760635875,0.0100818511144969,0.0518039131269799,"P1","LRP2.1"
-0.00325661192184221,0.0130897677503314,0.0811348753196122,"P1","LRP2.1"
0.00415197039559493,0.00513246596191484,0.0354340397234045,"P1","LRP2.1"
0.00820276542255716,-0.0028112598256249,0.0965248236369848,"P1","LRP1.0"
-0.00395281167247934,0.00968418424658473,0.085827930854096,"P1","LRP2.1"
0.0108750719472009,-0.00408547415857419,0.135741670890555,"P1","LRP1.0"
0.00467901112619825,0.00333423853173425,0.0447892925608607,"P1","LRP2.1"
0.00166551661132309,0.00830352121791385,0.0196414003550715,"P1","LRP2.1"
0.00731486897285773,0.00184332342033092,0.0846738418176081,"P1","LRP1.0"
-0.00123624720729918,0.00818250814896577,0.0511789410985386,"P1","LRP2.1"
0.00125045883127546,0.0074710395395054,0.031507203026929,"P1","LRP2.1"
0.00409372341176573,0.00815531668030232,0.0475289555006244,"P1","LRP2.1"
0.00690044002270004,0.00263709941175095,0.0753590072530073,"P1","LRP1.0"
0.00863180632028706,-0.00279304923772769,0.101819313670971,"P1","LRP1.0"
-0.00208990135718123,0.0102326942936037,0.0573062189706884,"P1","LRP2.1"
-0.000278227176530407,0.00961014454894255,0.0350481670037166,"P1","LRP2.1"
0.00518954837169165,0.00648969898938166,0.0564038488324363,"P1","LRP2.1"
0.00176507149095318,0.00815293352247259,0.0282316909675669,"P1","LRP2.1"
-0.00033691639775218,0.0118910964376945,0.0486899180755744,"P1","LRP2.1"
0.00375590226111746,0.00475241803097214,0.0294871953950598,"P1","LRP1.0"
0.00664139505351913,0.000674215068995807,0.0706935137236134,"P1","LRP1.0"
0.00874071749960871,-0.00359035629659205,0.102420246915493,"P1","LRP1.0"
0.00889851299282977,-0.00494180125680444,0.112337507084048,"P1","LRP1.0"
-0.00270559238282559,0.0132607814697515,0.0743049779794383,"P1","LRP2.1"
0.00430619381565261,0.00240654861623543,0.0459660641212831,"P1","LRP2.1"
0.00635247474680209,0.00278668240667492,0.065498682522242,"P1","LRP1.0"
0.000653038058317618,0.0102183110029266,0.0359968525799683,"P1","LRP2.1"
0.0102554274385517,-0.00380144755105371,0.12310081012708,"P1","LRP1.0"
0.000730250500294354,0.00453749856629917,0.0386208912282752,"P1","LRP2.1"
-0.0197239319964015,-0.00176279850144132,0.27684555248776,"P1","LRP2.1"
0.0171105084817843,-0.0235232051564019,0.268362604128825,"P1","LRP1.0"
0.00477671293483506,0.00407481492652727,0.0512821894971715,"P1","LRP2.1"
-0.00587311263838166,0.00822512763967873,0.102462317479315,"P1","LRP2.1"
0.00393872795264688,0.00633456210184445,0.0404204366310524,"P1","LRP1.0"
0.00224187376220864,0.00987709624288315,0.0278609811426867,"P1","LRP2.1"
0.00173603079984158,0.0101339008570472,0.0332693662683997,"P1","LRP2.1"
-0.00206482241592063,0.0083215725481362,0.067625615298092,"P1","LRP2.1"
-0.0077145825480244,0.0125997371090149,0.131048818820259,"P1","LRP2.1"
-0.00413683860787899,0.0118568250581321,0.0899625545216385,"P1","LRP2.1"
-0.0145237505760978,0.00416096353052957,0.210682072477459,"P1","LRP2.1"
-0.000448241616025708,0.00824226321555615,0.0440200078289719,"P1","LRP2.1"
-0.00482755657826651,0.0141827995160753,0.102647317281788,"P1","LRP2.1"
-0.0085412330410922,0.00945455551433974,0.135794309646418,"P1","LRP2.1"
0.00770651898236133,0.00117263930501227,0.0857325043218208,"P1","LRP1.0"
0.00710016100394869,0.00267471054876166,0.0770140607914145,"P1","LRP1.0"
0.0048972433256744,0.00588040814520005,0.0460866294720632,"P1","LRP2.1"
0.00105532691991855,0.0101894440572284,0.0414286721194321,"P1","LRP2.1"
-0.00428089926854236,0.0117567219671331,0.0862657957840021,"P1","LRP2.1"
0.00417253758236264,0.00628950783643801,0.0384476189463213,"P1","LRP2.1"
0.00643687839527389,0.00470057865025014,0.0715645292781554,"P1","LRP1.0"
-0.00854413926590916,0.0094575689291189,0.138177255245571,"P1","LRP2.1"
0.0125333678498694,-0.011080849314862,0.163713521480762,"P1","LRP1.0"
0.00138070002706064,0.00958609228215507,0.0269170374498486,"P1","LRP2.1"
0.00859367704516559,0.000956327943716379,0.102159216136342,"P1","LRP1.0"
-0.0012334096658502,0.0111429692291645,0.0480353839103204,"P1","LRP2.1"
-0.0102847161633276,0.00680161302558416,0.161800183019501,"P1","LRP2.1"
-0.00604222653825619,0.00880979833834899,0.10941496877292,"P1","LRP2.1"
-0.000570397268945302,0.0112915964425185,0.0553434091294799,"P1","LRP2.1"
-0.00696777365572694,0.0102534525518376,0.122042573516005,"P1","LRP2.1"
-0.0157476005464511,0.00402902539025687,0.229257511965717,"P1","LRP2.1"
0.004842256973422,0.00372311934020061,0.0441356166246152,"P1","LRP1.0"
0.0114910848162698,-0.0101902173829231,0.152861939731571,"P1","LRP1.0"
-0.000429063265501089,0.0101856009301744,0.0406921896230187,"P1","LRP2.1"
-0.00361366912518234,0.012216395448502,0.0796923752003194,"P1","LRP2.1"
0.0153577956147371,-0.0190166959659947,0.229687841644561,"P1","LRP1.0"
0.0108304676476807,-0.00629150762681413,0.132179213358579,"P1","LRP1.0"
4.47799805433558e-05,0.011737420484014,0.0477041830192163,"P1","LRP2.1"
0.00383788469404744,0.00455454103301388,0.0390113839258394,"P1","LRP2.1"
0.0022032348986956,0.00911638853697302,0.0292939937793094,"P1","LRP1.0"
-0.00329506619141731,0.00805989294704379,0.0745340999762705,"P1","LRP2.1"
-0.00898290838980743,0.0108477362517759,0.151531535905336,"P1","LRP2.1"
0.00803404599325904,-0.000987489407362412,0.0923403388705475,"P1","LRP1.0"
0.0114701553084329,-0.0110758297446569,0.156305896747012,"P1","LRP1.0"
0.00879459685956498,-0.0016070492229404,0.102275723211349,"P1","LRP1.0"
0.00277360636974162,0.00602937941813611,0.0256703678276101,"P1","LRP2.1"
0.010273580517295,-0.00497901313338426,0.127603020396314,"P1","LRP1.0"
0.00856742985041126,-0.00296076233383999,0.0995220519001943,"P1","LRP1.0"
0.00444557502092923,0.00512178364523908,0.0386404859647358,"P1","LRP1.0"
0.00918334237333366,-0.00297336307904044,0.107193070693679,"P1","LRP1.0"
0.00117850095250652,0.00878767335408263,0.0268511106484519,"P1","LRP2.1"
0.000498834640799123,0.0108712331057595,0.0411428876816648,"P1","LRP2.1"
-0.00119938262675196,0.0107231447258989,0.0522341157992773,"P1","LRP1.0"
0.00237772322845755,0.00505296573105837,0.0384637595470212,"P1","LRP2.1"
0.0113138900438936,-0.00667171873751933,0.140167862141153,"P1","LRP1.0"
0.0080520109573123,-0.00409308867130087,0.0993548266140624,"P1","LRP1.0"
0.0066299407795479,0.00217558586416369,0.068701455864431,"P1","LRP1.0"
-0.00666764647246784,0.0116010783498529,0.118545172964012,"P1","LRP2.1"
0.00295711221194548,0.00712650081989128,0.0271148039608732,"P1","LRP2.1"
-0.010569122063354,0.00890990644858791,0.162042350815678,"P1","LRP2.1"
0.00398922820478492,0.00482289994250964,0.0386383757647338,"P1","LRP1.0"
0.00809417844933287,-0.00367200502488124,0.0992271598654119,"P1","LRP1.0"
0.00648491829217967,0.00333575792223034,0.0682569589771516,"P1","LRP2.1"
-0.019026290018818,-0.000347771635530697,0.273200425120093,"P1","LRP2.1"
-0.0227980433154285,-0.0059808093112926,0.313153310652919,"P1","LRP2.1"
0.0101661886738253,-0.00769945730622901,0.13307036289806,"P1","LRP1.0"
0.0103941324530871,-0.00887110886960751,0.138566746514286,"P1","LRP1.0"
-0.0024034525487272,0.0122169390294948,0.0639946225124318,"P1","LRP2.1"
0.00643505890165299,0.00277460627840537,0.0671778746539046,"P1","LRP2.1"
0.00309155525897503,0.00936539730915158,0.0486706102436265,"P1","LRP2.1"
-0.00334535312522418,0.0100542449901553,0.0761147176722916,"P1","LRP2.1"
-0.00638854757496371,0.00639595603545292,0.111765019057767,"P1","LRP2.1"
0.00406814190533821,0.00153990978858951,0.0513643865025685,"P1","LRP2.1"
-0.00300039655484784,0.0100897291755909,0.0832001836186005,"P1","LRP2.1"
0.00637691419946114,0.00603310348414164,0.081317714119463,"P1","LRP2.1"
0.0106464240581318,-0.00266104536360885,0.134119254801437,"P1","LRP1.0"
-0.0163193822840857,0.00319880118741989,0.231475092552682,"P1","LRP2.1"
0.0110922991939345,-0.00834814525703384,0.140574632670919,"P1","LRP1.0"
0.00819125551410436,-0.00167554022733619,0.0931636344895549,"P1","LRP2.1"
-0.00023499770486397,0.0118171347395747,0.0441020514094951,"P1","LRP2.1"
-0.00455980801572836,0.0135765180320634,0.0967569225073773,"P1","LRP2.1"
0.00509044081392029,0.00707495209638284,0.0579523771590681,"P1","LRP2.1"
0.00316462557073736,0.0102248577489179,0.0513488600101054,"P1","LRP2.1"
-0.0073300765902256,0.00779899026893409,0.119522616640949,"P1","LRP2.1"
0.0105950790720892,-0.00537396675901914,0.128637949877023,"P1","LRP1.0"
0.00483540231476047,0.00501099950695562,0.0476961229689018,"P1","LRP2.1"
-0.00105760264160619,0.0064053978716497,0.0519166964844476,"P1","LRP2.1"
0.00335849297607089,0.00586631331266026,0.0311019521222698,"P1","LRP1.0"
-0.00230341689311137,0.0132998644155899,0.0671787442332002,"P1","LRP2.1"
0.00075281769463996,0.00888067400324223,0.0194955805612496,"P1","LRP1.0"
-0.00483242279573761,0.0100102390583163,0.098046542163933,"P1","LRP2.1"
0.00874473393059033,-0.00077317634513321,0.101183040682009,"P1","LRP1.0"
-0.010520524250458,0.00820388814266962,0.161683167775113,"P1","LRP2.1"
0.00677942460667614,-0.000673506258166974,0.076760750442706,"P1","LRP1.0"
0.00899672251934638,-0.000113884516933564,0.106501844276815,"P1","LRP2.1"
0.0134185560207727,-0.0142964486528609,0.187187006242112,"P1","LRP1.0"
0.00941274486650979,-0.0033326532823194,0.111075249000896,"P1","LRP1.0"
-0.00170114975714472,0.0138642288967051,0.0667256472908418,"P1","LRP2.1"
-0.0054864506117806,0.0137940207915812,0.106849981382941,"P1","LRP2.1"
0.00161194336610601,0.0112466800494171,0.0425958691644369,"P1","LRP2.1"
-0.00152300732191768,0.0130724378307149,0.0620604899146426,"P1","LRP2.1"
-0.00112833120469351,0.00632882019261257,0.0505178687327153,"P1","LRP2.1"
0.00652453289228068,0.00163751141735676,0.0741782374154185,"P1","LRP2.1"
-0.00613986531901982,0.0146063753777697,0.117892767258931,"P1","LRP2.1"
0.0135899050262222,-0.0145822612237111,0.189847162208323,"P1","LRP1.0"
-0.000183464848040367,0.0116045430785694,0.044056320718419,"P1","LRP2.1"
-0.0203000142605796,-0.000506581757890122,0.283713032285748,"P1","LRP2.1"
-0.0201586687251557,0.00323744411176022,0.290999549391836,"P1","LRP2.1"
0.0154519178005622,-0.0191011135012128,0.224473417215773,"P1","LRP1.0"
0.0114464405436651,-0.00882809714459272,0.147497732799314,"P1","LRP1.0"
0.00531859570369864,0.000981936732479343,0.060947363736543,"P1","LRP1.0"
-0.00712507659166847,0.0121340949595433,0.120962954605602,"P1","LRP2.1"
0.00319805001658077,0.00469280860593628,0.0337502391611181,"P1","LRP2.1"
0.00404289504155306,0.00748475070944257,0.0597653458051259,"P1","LRP2.1"
-0.00329603520323605,0.00933893873250014,0.0719981556453624,"P1","LRP2.1"
0.00563777481710881,0.00217646582350334,0.0561005343810215,"P1","LRP2.1"
-0.000929614689451022,0.0106500981614665,0.0468382500633619,"P1","LRP2.1"
0.00606739078844695,0.00492673957216557,0.0666180229034699,"P1","LRP2.1"
-0.00295076738466794,0.0119780899527412,0.0756549132718046,"P1","LRP2.1"
0.000699702669596886,0.00896105541057006,0.027341776406803,"P1","LRP2.1"
0.00880766121031345,-0.00203423354958113,0.100959548686284,"P1","LRP1.0"
0.00885850955705261,0.000584752783112856,0.106482233314017,"P1","LRP1.0"
0.00433135176954255,0.00439076227651355,0.0396493863325171,"P1","LRP1.0"
0.00267564768649553,0.00977275957736808,0.0320268171992206,"P1","LRP2.1"
0.0108271415004094,-0.00568310276529215,0.132496059026548,"P1","LRP1.0"
0.00204673493933116,0.00841395841337582,0.025720147440252,"P1","LRP2.1"
0.00957532204975031,-0.00494705197497658,0.116224596598047,"P1","LRP1.0"
0.00530642963599392,0.00511098637341616,0.0605381976862726,"P1","LRP2.1"
-0.00186765012944781,0.00935800437836872,0.0552193140123989,"P1","LRP2.1"
0.0117402372778217,-0.00674626867546784,0.147334653677148,"P1","LRP1.0"
0.00967795830990012,-0.00502593780945419,0.116900583085435,"P1","LRP1.0"
0.000880512829810271,0.00860886173281845,0.0222673769572444,"P1","LRP2.1"
-0.00226543234021787,0.0114804099519399,0.0644360673315306,"P1","LRP2.1"
0.0121866630190594,-0.0124389807343656,0.167117344087827,"P1","LRP1.0"
0.00655222317549957,0.0039076598299024,0.0723878589777598,"P1","LRP1.0"
0.0143767326997211,-0.0171860240037537,0.207869931632545,"P1","LRP1.0"
0.00114430194658893,0.00840108342737566,0.0217368174247506,"P1","LRP2.1"
0.00748487306435582,0.00297873450279241,0.0881992867693009,"P1","LRP1.0"
2.02863101486976e-06,0.0115566235624902,0.0400046860145946,"P1","LRP2.1"
0.00273175851765664,0.00947471954322871,0.0331594758189547,"P1","LRP2.1"
0.000828848595143384,0.00956512834459613,0.0267249367879468,"P1","LRP2.1"
0.00174611720359807,0.00889509037401681,0.0235095568126773,"P1","LRP1.0"
0.0130002313006373,-0.0151098928854486,0.192672424468341,"P1","LRP1.0"
0.0088997415068519,-0.00305412512132463,0.102725755961474,"P1","LRP1.0"
-0.00193860173612237,0.00799775512692598,0.0576792545532521,"P1","LRP2.1"
-0.00194299611004277,0.0117370514504127,0.0589518656211823,"P1","LRP2.1"
0.0129839890898417,-0.0118860703318623,0.176307449499925,"P1","LRP1.0"
0.0159694852659685,-0.0183312171090309,0.231722059597394,"P1","LRP1.0"
0.00784001140688266,-0.00252383172922683,0.0916565061821323,"P1","LRP1.0"
0.00315386573871512,0.00660607105786562,0.043402092593406,"P1","LRP2.1"
0.0116694186361721,-0.00705936019216426,0.148899339687514,"P1","LRP1.0"
0.000732209362534173,0.00943988123198003,0.0285952741228884,"P1","LRP2.1"
0.00408038224226403,0.00352962711212749,0.0419475591181139,"P1","LRP1.0"
0.0134404358882703,-0.0140446444578013,0.184185493083729,"P1","LRP1.0"
0.00761851044917946,-0.00132030923874572,0.0868483240577325,"P1","LRP1.0"
0.0041859425863041,0.00718583147361279,0.0395092296013138,"P1","LRP1.0"
-0.00700275363231461,0.0122290962321933,0.125744039207062,"P1","LRP2.1"
0.0125134141358515,-0.0114764950936119,0.165878863073053,"P1","LRP1.0"
0.0114721436140068,-0.00824770938821159,0.14575018490832,"P1","LRP1.0"
-0.000293552886997171,0.0110422204958988,0.0466900477043736,"P1","LRP2.1"
0.00830036763781986,-0.00109649266475304,0.0940149895958105,"P1","LRP1.0"
0.00812639432399401,-0.00617720814779079,0.111929251785909,"P5","LRP1.0"
0.00757967827748353,0.00133386357438814,0.0864269523844213,"P5","LRP2.1"
0.00765116920910213,0.00190376753073719,0.0876182199963378,"P5","LRP1.0"
-0.00241401217212924,0.0119931321667369,0.0665802313409139,"P5","LRP2.1"
-0.00097693097294436,0.00940947303274778,0.0485630863325195,"P5","LRP2.1"
0.000492655778312452,0.00861463992119367,0.0311575270613797,"P5","LRP1.0"
0.0140528152218834,-0.0139207667470008,0.189028019016957,"P5","LRP1.0"
0.00884651752000484,-0.00624539951882879,0.117717700398822,"P5","LRP1.0"
0.00337254265143885,0.00693993425541232,0.0300668079298306,"P5","LRP1.0"
0.0145887183647111,-0.0180403192021979,0.219033972074188,"P5","LRP1.0"
0.00439526793925804,0.00590384091895424,0.0435645389729083,"P5","LRP1.0"
-0.0125731203823872,0.00788251441703776,0.18745562031722,"P5","LRP2.1"
0.0105723559006356,-0.00767318226881908,0.133023544976103,"P5","LRP1.0"
0.00787732254144526,-0.00205126626129318,0.090836574363042,"P5","LRP1.0"
0.00604692552969793,0.00394142146683216,0.0613113138106774,"P5","LRP1.0"
0.0131266823138418,-0.0152924597899825,0.191027886102932,"P5","LRP1.0"
-0.00206142849794395,0.0098204239070896,0.0580389027772797,"P5","LRP2.1"
-0.000438267735031048,0.00853886550941058,0.0433788296590292,"P5","LRP2.1"
0.0055669885745532,0.00146262233072076,0.0571904555458441,"P5","LRP1.0"
0.0117547254809209,-0.00888545635040093,0.149450844768873,"P5","LRP1.0"
0.0102821980789696,-0.00292353783756092,0.125855920772842,"P5","LRP1.0"
0.00660674813693058,0.00114335079695782,0.0687322991547314,"P5","LRP1.0"
-0.00414161403664356,0.0118225037569371,0.0856961677225015,"P5","LRP2.1"
0.0136327469615448,-0.0160749423756166,0.196360895902098,"P5","LRP1.0"
-0.00166687554702848,0.0112013506321559,0.0626712126865351,"P5","LRP2.1"
0.00971343871572669,-0.00628060422820917,0.121454084293505,"P5","LRP1.0"
0.00770926423940808,-0.00227782984203557,0.0902722166300004,"P5","LRP1.0"
0.00324488721941659,0.00855954157845983,0.0366841420884652,"P5","LRP1.0"
