"UMAP_1","UMAP_2","metadata"
0.296758655618998,-5.94209738725529,"non-Martinotti"
-0.371317799974111,-6.56759186738835,"non-Martinotti"
-1.19485377876821,-0.18504340106354,"Martinotti_Other"
3.7323157826179,4.81328991895809,"non-Martinotti"
-0.689631339002279,-5.78428765291081,"non-Martinotti"
2.08972955138621,-0.194682679117778,"Martinotti_0215 Sst Gaba_2"
0.353266392063471,-1.77951355928288,"non-Martinotti"
5.87526965529856,3.00989250188961,"non-Martinotti"
7.00647807509837,-2.86990066522465,"non-Martinotti"
2.17437196166453,-4.93335410112248,"non-Martinotti"
1.62292409331736,-5.58449383729801,"non-Martinotti"
4.65292048842845,2.99797967916622,"non-Martinotti"
3.72698307425913,-2.62465187066899,"non-Martinotti"
-6.32008909790578,-1.72933991903172,"Martinotti_0223 Sst Gaba_10"
-2.93739723770681,-0.171790010274508,"Martinotti_Other"
-1.31057989208761,-3.51011200898991,"non-Martinotti"
6.45269275100169,-3.2068712329279,"Martinotti_0231 Sst Gaba_18"
1.69128632934031,-5.62053032869206,"non-Martinotti"
0.646969977926584,-6.2942096804987,"non-Martinotti"
-4.69283556549611,2.80247477537288,"Martinotti_0219 Sst Gaba_6"
1.94543433577952,-5.39023037904606,"non-Martinotti"
-0.0208638420588054,-5.01704665178166,"non-Martinotti"
-0.117295730698732,-4.61493321412907,"non-Martinotti"
1.72253597171244,6.71185568815365,"Martinotti_0217 Sst Gaba_4"
6.03878474624095,3.22990492826595,"non-Martinotti"
1.39664101989207,-2.46925564760075,"non-Martinotti"
2.17058563620982,7.4750397587408,"Martinotti_0224 Sst Gaba_11"
-0.793159302163748,-3.2270915126215,"non-Martinotti"
2.97072148711619,-3.05244823449955,"non-Martinotti"
3.47996402175364,5.88172987943783,"Martinotti_0216 Sst Gaba_3"
3.1207423249,-3.98406620973454,"non-Martinotti"
-3.18484782784047,-0.295336834133723,"Martinotti_Other"
-1.92234015076223,-5.81105586046086,"Martinotti_0215 Sst Gaba_2"
1.58896553904948,-4.01931735032902,"non-Martinotti"
1.93204737098155,7.38930491453304,"Martinotti_0215 Sst Gaba_2"
5.95852494628367,2.2869351292242,"non-Martinotti"
-0.108853656638292,-6.31411095613346,"non-Martinotti"
3.52353883178172,-4.76263304704533,"non-Martinotti"
7.41342425734934,2.81674794202938,"non-Martinotti"
-1.46749651043477,2.87997344976558,"Martinotti_Other"
-0.2234216144568,-6.30134888643131,"non-Martinotti"
2.28868675620494,-3.36896034234867,"non-Martinotti"
2.14439702422557,-5.96961613649235,"non-Martinotti"
2.0286181011909,-6.19342823976383,"non-Martinotti"
1.8409788647407,-2.15577646249638,"non-Martinotti"
3.02657199294505,3.20894054418697,"Martinotti_0226 Sst Gaba_13"
0.103405434798571,-2.47012516015873,"Martinotti_0215 Sst Gaba_2"
-4.52249788849416,4.06663683897152,"Martinotti_0215 Sst Gaba_2"
-4.15485787003103,4.31333521848812,"Martinotti_0215 Sst Gaba_2"
2.13296437652049,-6.32482691758976,"non-Martinotti"
1.15653467566905,2.13052181249752,"Martinotti_0231 Sst Gaba_18"
-3.74669766037526,1.45807401186123,"Martinotti_Other"
6.7793071308845,-4.15512867921696,"non-Martinotti"
0.589149240564676,-3.00241228097782,"non-Martinotti"
-2.34180688469472,4.00994018560543,"Martinotti_0224 Sst Gaba_11"
0.688979808401438,-4.67644616121159,"non-Martinotti"
-5.5649311503655,1.84028045183315,"Martinotti_Other"
-1.73986208050313,3.21424917226925,"Martinotti_Other"
0.23421612770495,-0.59645654910908,"non-Martinotti"
-0.834747847009329,-4.1327483271967,"non-Martinotti"
6.80062032134471,1.52760044580593,"non-Martinotti"
-1.97399484722677,-0.0143807893405941,"Martinotti_0231 Sst Gaba_18"
3.95917582900462,-2.41581722253666,"non-Martinotti"
4.16492772490916,-2.7674853419672,"non-Martinotti"
4.24487567336497,-2.19148608201847,"non-Martinotti"
-0.150095414209989,-6.14288731569157,"non-Martinotti"
-0.147703949201731,-6.03720923417912,"non-Martinotti"
-4.90960383026662,-1.15878077501164,"Martinotti_Other"
7.04481292159495,1.83660844808712,"non-Martinotti"
-4.55937265961233,2.26985887533321,"Martinotti_0215 Sst Gaba_2"
3.47755670936045,-2.28541656488285,"non-Martinotti"
-3.33817338554922,3.05520204549923,"Martinotti_0219 Sst Gaba_6"
0.182933349322649,-3.65533252710209,"non-Martinotti"
0.674151245664927,-5.81439515107975,"non-Martinotti"
-2.62917327492299,1.63828257566585,"Martinotti_Other"
2.20891285331187,2.91027478223934,"Martinotti_Other"
5.92426991851267,-3.10198780053959,"non-Martinotti"
-0.690365608621267,-6.16648360246525,"Martinotti_0230 Sst Gaba_17"
-0.985988434243826,2.36015728956356,"Martinotti_Other"
1.23599756152567,-4.48090382570133,"non-Martinotti"
-4.2143566569573,3.53624133115902,"Martinotti_0215 Sst Gaba_2"
2.72256732375559,3.17464856153621,"Martinotti_0225 Sst Gaba_12"
-4.50548338501516,0.745977678357503,"Martinotti_Other"
-6.13278698532644,2.44438246732845,"Martinotti_Other"
-1.21794735996786,-0.0731929233084706,"Martinotti_Other"
2.64235806853709,5.24273280149593,"Martinotti_0228 Sst Gaba_15"
-1.30735313503805,0.594172813950917,"Martinotti_0231 Sst Gaba_18"
1.8831375876182,-2.76019330972538,"non-Martinotti"
-2.09502911179128,1.11774269586696,"Martinotti_Other"
0.754735771726938,0.915765979348561,"non-Martinotti"
-2.31265067665639,5.20484713560238,"Martinotti_0224 Sst Gaba_11"
0.66872752101359,-5.26164456361637,"non-Martinotti"
-6.95080446808401,-0.0981828039299038,"Martinotti_0215 Sst Gaba_2"
7.50228000075755,2.47754220014705,"non-Martinotti"
-8.15221571533742,-2.14564176553593,"Martinotti_0231 Sst Gaba_18"
-0.564600702214865,-1.35378631109104,"non-Martinotti"
0.684635583471628,-2.31249304765568,"non-Martinotti"
0.0354355538004361,-3.37189026826725,"non-Martinotti"
7.37404799849925,1.31416324621334,"non-Martinotti"
1.42877328784403,-4.34264012330876,"non-Martinotti"
2.49478245170054,-3.70525356286869,"non-Martinotti"
2.15497041137156,-5.41331788057194,"non-Martinotti"
-2.59447812645498,0.476608344375035,"non-Martinotti"
-6.74496340363088,0.0324450116817566,"Martinotti_Other"
3.2282452622169,-2.17058201784001,"non-Martinotti"
-4.7110869845635,-2.14488717073307,"Martinotti_Other"
1.52359819800791,-6.57701178544865,"non-Martinotti"
3.48122120292124,-5.98298521989689,"non-Martinotti"
-0.968815859246878,-3.30332346910343,"non-Martinotti"
-0.282876517463354,-3.01572438234196,"non-Martinotti"
-1.27138030140462,-0.619686386526683,"Martinotti_Other"
6.76837802321849,1.88838235384121,"non-Martinotti"
-4.47974705307546,-0.910540065706828,"Martinotti_0215 Sst Gaba_2"
0.318912420582148,-6.0072052096735,"non-Martinotti"
2.99440098197398,-2.63964196199284,"non-Martinotti"
4.02446532638011,-3.24331923478947,"non-Martinotti"
-0.483169581580786,-3.00399132722721,"non-Martinotti"
5.56983209044871,-3.16269918435917,"non-Martinotti"
1.23350167663035,-4.70491667741642,"non-Martinotti"
1.1496045628303,4.71925524717464,"Martinotti_0216 Sst Gaba_3"
2.86126947791514,-2.08981581682072,"non-Martinotti"
4.8118360081428,2.0454583550085,"non-Martinotti"
-1.76362001507345,-1.51652225011692,"Martinotti_Other"
-1.8130567034966,4.85918644910946,"Martinotti_0215 Sst Gaba_2"
1.87663448245463,-5.69204016679631,"non-Martinotti"
1.82451403529582,1.40429345613613,"Martinotti_0231 Sst Gaba_18"
6.63132930190501,-3.19730564111576,"non-Martinotti"
-4.70330357163015,1.97910288816585,"Martinotti_0215 Sst Gaba_2"
2.02060032279429,4.84025744444027,"Martinotti_Other"
2.32226467521128,-1.80974825376377,"non-Martinotti"
7.01126885802683,2.42364195829525,"non-Martinotti"
0.874932531427713,-3.11265822404728,"non-Martinotti"
-3.86027216522756,4.51041344648494,"Martinotti_0215 Sst Gaba_2"
2.21266961486277,-4.59680100435124,"non-Martinotti"
-3.1193630656487,-2.37569352144108,"Martinotti_Other"
-2.82648229210439,0.337301679908177,"Martinotti_Other"
6.92611766250071,-4.45827694887028,"non-Martinotti"
0.0859150925391637,-0.629364333094218,"Martinotti_Other"
0.447809521269175,-5.82479640001164,"non-Martinotti"
1.5469503441566,6.59031800275936,"Martinotti_0225 Sst Gaba_12"
2.72320366294322,-3.89783092492924,"non-Martinotti"
2.43798089415965,3.72736720090999,"Martinotti_Other"
2.25367451102671,-3.33071084970341,"non-Martinotti"
7.03558659942088,0.722089388429067,"non-Martinotti"
5.22795272262034,3.86241916662349,"Martinotti_0225 Sst Gaba_12"
-4.39546131699148,4.33139828687801,"Martinotti_0215 Sst Gaba_2"
7.34255338103709,2.64634994512691,"non-Martinotti"
-0.495079722095159,-6.24346514695988,"non-Martinotti"
-3.46295880882802,1.10998991972103,"non-Martinotti"
-4.68165754883352,1.50396422392025,"Martinotti_Other"
2.84682107360301,-3.30106302255497,"non-Martinotti"
2.98018360526499,-2.58790608400212,"non-Martinotti"
-0.679851766515402,4.65091303831234,"non-Martinotti"
3.17315531165537,-6.27674504274235,"non-Martinotti"
-0.26835122315946,-6.11728259080754,"non-Martinotti"
2.99566388518748,-3.70204516404972,"non-Martinotti"
0.528958980154367,-2.32424660676823,"non-Martinotti"
4.39243579299388,-2.59268327707157,"non-Martinotti"
-0.828131671834616,-6.05168648713932,"non-Martinotti"
-4.96105265228811,0.113107622622392,"Martinotti_0215 Sst Gaba_2"
-4.71042942612234,2.10169366842403,"Martinotti_Other"
-2.99732875435415,2.69593624120846,"Martinotti_0219 Sst Gaba_6"
0.291877899479242,4.79201439863338,"non-Martinotti"
-0.745807226586966,1.52940682417049,"Martinotti_Other"
-0.866629298616079,4.38407401090755,"Martinotti_Other"
0.825964037489267,-5.62999363893376,"non-Martinotti"
-1.76305770485464,-5.94380208009587,"Martinotti_0215 Sst Gaba_2"
5.75497985274729,-4.64542599672184,"non-Martinotti"
4.26642442138133,-2.77804323190556,"non-Martinotti"
1.49247217566905,-5.47256585115299,"non-Martinotti"
-4.46776032059255,4.18307761198177,"Martinotti_0215 Sst Gaba_2"
5.53286528975901,-4.42413588518009,"non-Martinotti"
-4.28539347260061,4.26946858411922,"Martinotti_0215 Sst Gaba_2"
6.19050479323802,0.740344324170491,"non-Martinotti"
0.0987778195851766,-4.81570263856755,"non-Martinotti"
-5.54151749222341,0.814505615292928,"Martinotti_0231 Sst Gaba_18"
1.58262241275248,-5.44943352693424,"non-Martinotti"
7.52131677062449,2.58572629934444,"non-Martinotti"
-3.02508306114736,2.57302598005428,"Martinotti_Other"
-2.246862646032,5.24155739790096,"Martinotti_0224 Sst Gaba_11"
4.78910708815989,2.74643711095943,"non-Martinotti"
-0.373945947576193,0.50622654801502,"Martinotti_Other"
1.29074228198466,-3.97321458810673,"non-Martinotti"
-1.10368823616567,1.86738947874202,"Martinotti_Other"
6.55746102721629,-3.86962266916142,"non-Martinotti"
-1.11536419003072,-5.96379109376774,"non-Martinotti"
2.39170790107188,-5.97485800737248,"non-Martinotti"
3.6126492062324,-3.09754200929508,"non-Martinotti"
3.03663039596018,-3.47559901231633,"non-Martinotti"
-0.455662306237844,-3.81462546342717,"non-Martinotti"
3.64860892684397,-2.77585764879093,"non-Martinotti"
1.8760495224708,-5.65489836686955,"non-Martinotti"
1.96976781279978,-5.94177456849919,"non-Martinotti"
-0.654150362897543,-2.40052672380314,"non-Martinotti"
0.743547979902597,-2.96714230531559,"non-Martinotti"
0.683155361723276,-4.17620488160954,"non-Martinotti"
1.76437080295024,4.04017189985409,"non-Martinotti"
-1.02889883129659,-1.15801211351261,"Martinotti_Other"
-4.51129078476491,1.12623981481685,"Martinotti_Other"
-1.6357969006783,4.20749072080745,"Martinotti_0215 Sst Gaba_2"
2.79028559119639,-1.80351396554814,"non-Martinotti"
-1.14442371933523,-1.97080214971409,"Martinotti_Other"
-4.2444703540093,2.70001009946956,"Martinotti_0215 Sst Gaba_2"
6.47439122588572,-4.15203019136296,"non-Martinotti"
7.32989573867259,-1.06131239885197,"non-Martinotti"
3.4426736870521,-6.01472302430973,"non-Martinotti"
3.79803395659861,-2.19236632341252,"non-Martinotti"
5.62793898971018,3.49010590559139,"non-Martinotti"
7.32021832854685,2.89387134557857,"non-Martinotti"
7.08709121138987,2.97260955816402,"non-Martinotti"
1.636198524546,6.13286665922298,"Martinotti_0217 Sst Gaba_4"
0.374277297567698,1.29011789804592,"Martinotti_Other"
3.84109163672862,-3.28205605501042,"non-Martinotti"
-2.7054443320519,4.50167159086361,"Martinotti_0224 Sst Gaba_11"
1.74848628432688,6.99963788038387,"Martinotti_Other"
-1.61228751747671,-0.970277211607554,"Martinotti_Other"
-5.07987427322927,1.85381499773159,"Martinotti_0219 Sst Gaba_6"
-1.19543253986898,1.94013158327236,"Martinotti_Other"
-4.2450430354363,4.28068665510311,"Martinotti_0215 Sst Gaba_2"
2.04237151534495,-6.38447686189518,"non-Martinotti"
4.66477179915843,-4.22751542085514,"non-Martinotti"
-0.937353487897543,-5.16906424516545,"non-Martinotti"
4.82773662002024,3.39337305074825,"Martinotti_Other"
0.897266630243631,-2.10562916749821,"non-Martinotti"
3.42476892859873,-2.1318196868311,"non-Martinotti"
4.2827365437263,3.38455752378597,"Martinotti_0225 Sst Gaba_12"
3.80311489493785,-2.38366385454045,"non-Martinotti"
-0.847425099301962,-6.57522030824528,"Martinotti_Other"
-0.914228256631521,-4.22646780961857,"non-Martinotti"
0.771482829164835,-6.04622717851506,"non-Martinotti"
3.05233240516123,-2.59217329973088,"non-Martinotti"
7.59269786269602,2.2253911877264,"non-Martinotti"
-4.94400095551076,2.39033679014339,"Martinotti_0215 Sst Gaba_2"
1.34201872737345,-6.61161490434513,"non-Martinotti"
-0.443103696990637,-1.4631093358408,"non-Martinotti"
-6.35882687180105,1.61805573946132,"Martinotti_0215 Sst Gaba_2"
4.94740415008006,-4.05502768510685,"non-Martinotti"
6.81290698440013,1.41815546995296,"non-Martinotti"
4.01747537047801,-1.13838644975529,"non-Martinotti"
0.41648120076594,-6.15847130769596,"non-Martinotti"
1.80032909305033,7.44052914625301,"Martinotti_0224 Sst Gaba_11"
-0.835134979177145,-5.6875521754633,"non-Martinotti"
-1.65020060150686,3.28031591421261,"Martinotti_0215 Sst Gaba_2"
7.16000771911082,-2.76283713334904,"non-Martinotti"
-0.93607121317449,-6.22328921312199,"non-Martinotti"
1.21943402678904,7.53230694776668,"Martinotti_0224 Sst Gaba_11"
-0.215511616159109,1.36069969183101,"Martinotti_Other"
-3.3496687373406,3.77880243307247,"Martinotti_Other"
-0.910797174859671,0.0235582082745346,"Martinotti_0223 Sst Gaba_10"
-1.67624759285512,-1.55811496728764,"Martinotti_Other"
-3.82599448769155,1.60249117857113,"Martinotti_Other"
5.53337502868113,-4.71046992296086,"non-Martinotti"
0.763989690851542,-2.48183771127568,"non-Martinotti"
5.87743306548533,2.60485199934139,"non-Martinotti"
-0.0599000140352823,-3.55947156900273,"non-Martinotti"
3.3859908619636,-3.69332428926335,"non-Martinotti"
-1.31581496803823,-3.32956119531498,"non-Martinotti"
-4.56916451065603,4.00594905859127,"Martinotti_0215 Sst Gaba_2"
-0.579549606729177,-3.37888856881962,"non-Martinotti"
7.37753367812571,2.70421294218197,"non-Martinotti"
-0.277783881712583,4.8265612507452,"non-Martinotti"
-3.62709140389028,4.49130991941585,"Martinotti_0215 Sst Gaba_2"
1.25122344882426,-2.82506748193608,"non-Martinotti"
-1.52104234306875,-0.320161989868739,"Martinotti_Other"
5.29741883666453,3.57507041937008,"Martinotti_Other"
-5.84562086670461,-1.63191636556492,"Martinotti_Other"
1.80245113761363,-6.16851111406193,"non-Martinotti"
-0.690366562295584,2.35949806219234,"Martinotti_0215 Sst Gaba_2"
-1.30224370567861,1.81262067800655,"Martinotti_Other"
2.55978298575816,-4.96298619264469,"non-Martinotti"
-4.41601919739309,4.2469714069952,"non-Martinotti"
-0.496846701789526,-6.13330336564884,"non-Martinotti"
1.39227414519724,-6.45432635301457,"non-Martinotti"
-3.30334972946706,1.40386871343746,"Martinotti_0219 Sst Gaba_6"
0.991469267916056,0.156256177483937,"Martinotti_Other"
-2.49912714569631,4.77215365415706,"Martinotti_0215 Sst Gaba_2"
3.55218458564219,-1.77559205049382,"non-Martinotti"
2.02706075103221,-3.74250956529484,"non-Martinotti"
0.986625436853739,-3.40423341745243,"non-Martinotti"
-2.33858894913259,0.408292897998235,"Martinotti_0219 Sst Gaba_6"
5.15776801497874,3.29027203565731,"Martinotti_0217 Sst Gaba_4"
-2.28788637726369,4.39673356062069,"Martinotti_0224 Sst Gaba_11"
-0.364777888942388,-6.3882939433466,"non-Martinotti"
2.55421352775035,-3.3620853042017,"non-Martinotti"
6.88056397826609,-1.06145163530216,"non-Martinotti"
5.99714351088938,-3.9132852172266,"non-Martinotti"
-1.02690732090536,-1.89684172624455,"Martinotti_Other"
-4.28678297607961,4.23666075712337,"Martinotti_0215 Sst Gaba_2"
0.0275977441781484,-2.58270760530339,"non-Martinotti"
-6.10464405624929,2.26883272176876,"Martinotti_Other"
6.34674048812327,-4.449465951861,"non-Martinotti"
6.97148490340647,-4.93015881532536,"non-Martinotti"
0.503612939428659,1.19489554411068,"non-Martinotti"
3.12629294784007,-3.19374652856694,"non-Martinotti"
-0.237988319087652,-3.1132204150568,"non-Martinotti"
2.83120227248606,-2.09045001024113,"non-Martinotti"
5.40713906676707,3.04861263281002,"non-Martinotti"
1.47310555369792,-5.19550534242497,"non-Martinotti"
5.87109876067576,2.86386326795711,"non-Martinotti"
1.44090986640391,-1.11989387029515,"non-Martinotti"
5.86875462920603,-4.19119854921208,"non-Martinotti"
2.280574564051,6.07327059751644,"Martinotti_0228 Sst Gaba_15"
1.20277536303935,5.23781470304622,"Martinotti_0226 Sst Gaba_13"
2.55887484939036,-4.92705365175114,"non-Martinotti"
4.14063001067576,-2.59351202005253,"non-Martinotti"
0.633457485746714,-5.39725132936344,"non-Martinotti"
-0.778119262147573,4.44301442152157,"Martinotti_0215 Sst Gaba_2"
-0.70521902649465,4.77358464246883,"Martinotti_Other"
-1.74843012898031,-3.39826889985905,"non-Martinotti"
-2.49253916351858,1.44358817583217,"Martinotti_Other"
-0.943415459085134,-6.15589161867008,"Martinotti_0230 Sst Gaba_17"
5.52468848617015,3.74626139646663,"non-Martinotti"
2.67940736205516,-4.12158318513737,"non-Martinotti"
3.17983079345164,-2.70292898172245,"non-Martinotti"
7.47637343795237,2.70467642789974,"Martinotti_0215 Sst Gaba_2"
-2.19562553970876,1.60796288496151,"Martinotti_Other"
3.5770947972053,-3.30451293939457,"non-Martinotti"
5.78688931853709,0.965176143704793,"non-Martinotti"
-0.811953242707876,1.32153443342342,"Martinotti_Other"
-7.43714499085012,0.291485258399388,"Martinotti_Other"
-3.55902003853383,2.26194600111141,"Martinotti_Other"
-4.95178961365285,1.47974828725948,"Martinotti_0215 Sst Gaba_2"
-1.64615535347524,2.0903609181036,"Martinotti_Other"
-4.75315546600881,0.890315868913076,"Martinotti_0215 Sst Gaba_2"
-0.426068540502218,2.28210453039303,"Martinotti_Other"
4.09311843306956,3.62982181554928,"non-Martinotti"
0.99394941718516,-3.98345585817204,"non-Martinotti"
4.04268289000926,-2.84327765458927,"non-Martinotti"
0.0704834202044927,-2.57519575113163,"non-Martinotti"
-0.0512444589546598,-1.76423247808323,"Martinotti_Other"
1.05635857970652,-4.18692847246037,"non-Martinotti"
-4.50937723724904,4.21444729810848,"non-Martinotti"
-1.21158837883535,2.16888693815365,"Martinotti_Other"
0.0375040808433019,-6.13051243776188,"non-Martinotti"
2.21633863837657,-4.72815533632145,"non-Martinotti"
-4.49364924042287,2.48398570066585,"Martinotti_Other"
-4.51291584580007,2.63519767767086,"Martinotti_Other"
0.3651944437736,-5.4087001895319,"non-Martinotti"
2.23786378295359,-3.375402412356,"non-Martinotti"
6.60101724059519,-5.02605458253727,"non-Martinotti"
-2.61588406174245,4.29996327406063,"Martinotti_Other"
-1.78138529865804,2.06145218855037,"Martinotti_Other"
0.48370200784144,-5.4783908938776,"non-Martinotti"
-3.07544803230825,3.17551259046688,"Martinotti_0215 Sst Gaba_2"
-0.735733683992056,-5.56441803926335,"non-Martinotti"
2.26292372138438,-5.29335137361393,"non-Martinotti"
2.76592135817942,-5.84586354249821,"non-Martinotti"
-1.50043093769613,-4.09381600374089,"non-Martinotti"
-1.14170169441762,0.634023704587361,"Martinotti_Other"
4.86497855575022,2.90791777616634,"non-Martinotti"
1.18996239097056,-4.8647720431696,"non-Martinotti"
-0.933756764817862,2.76360920911922,"Martinotti_0223 Sst Gaba_10"
1.12512493522105,-5.56678458207951,"non-Martinotti"
2.06768441588816,-2.76314135545597,"non-Martinotti"
2.31240177543101,-5.48373528474674,"non-Martinotti"
-0.00601083769264593,5.94700316434994,"Martinotti_0224 Sst Gaba_11"
7.1656129399055,1.37054864412441,"non-Martinotti"
6.17145181090769,1.69494227415218,"non-Martinotti"
5.95649791152415,2.88470510488643,"non-Martinotti"
-2.55579971878591,4.77293614393368,"Martinotti_0215 Sst Gaba_2"
2.10301065833506,-3.07897301668034,"non-Martinotti"
-0.254895981240896,0.972807803212545,"Martinotti_Other"
3.94277501494822,-5.82274981492863,"non-Martinotti"
-3.65766572563711,4.22634200101986,"Martinotti_0215 Sst Gaba_2"
