"UMAP_1","UMAP_2","Sample_Group","Major","Minor"
-7.22603153793874,0.564950027524373,"Base Atlas","LRP","HIn1"
-0.793159302163748,-3.2270915126215,"Base Atlas","Non-Martinotti","nMC1"
7.13131833465037,1.86430458074703,"Base Atlas","Non-Martinotti","nMC3"
2.97072148711619,-3.05244823449955,"Base Atlas","Non-Martinotti","nMC2"
1.63761616141734,-3.91736455911503,"Base Atlas","Non-Martinotti","nMC2"
2.02748418242869,4.8656123066534,"Base Atlas","Martinotti","MC1"
-1.21132874100271,2.54035262113704,"Base Atlas","Martinotti","MC2"
3.47996402175364,5.88172987943783,"Base Atlas","Martinotti","MC1"
2.37918281943736,4.4295189762701,"Base Atlas","Martinotti","MC1"
3.1207423249,-3.98406620973454,"Base Atlas","Non-Martinotti","nMC2"
-3.18484782784047,-0.295336834133723,"Base Atlas","Martinotti","MC2"
1.78966308028636,4.41844204908504,"Base Atlas","Non-Martinotti","nMC3"
0.232012901615473,-4.50120135301457,"Base Atlas","Non-Martinotti","nMC1"
1.77314746768412,5.68818787580623,"Base Atlas","Martinotti","MC1"
-0.8009432515389,-2.20720501893864,"Base Atlas","Non-Martinotti","nMC1"
-1.92234015076223,-5.81105586046086,"Base Atlas","Martinotti","MC3"
1.58896553904948,-4.01931735032902,"Base Atlas","Non-Martinotti","nMC2"
1.93204737098155,7.38930491453304,"Base Atlas","Martinotti","MC1"
-3.56359576790395,-1.66007109636174,"Base Atlas","LRP","HIn1"
-9.626492258001,-0.404266766251185,"Base Atlas","LRP","HIn2"
5.95852494628367,2.2869351292242,"Base Atlas","Non-Martinotti","nMC5"
-9.92207407562795,-0.0287112733136204,"Base Atlas","LRP","HIn2"
-0.108853656638292,-6.31411095613346,"Base Atlas","Non-Martinotti","nMC2"
3.52353883178172,-4.76263304704533,"Base Atlas","Non-Martinotti","nMC2"
2.20248961837229,-6.38184853547917,"Base Atlas","Non-Martinotti","nMC2"
7.41342425734934,2.81674794202938,"Base Atlas","Non-Martinotti","nMC5"
-1.46749651043477,2.87997344976558,"Base Atlas","Martinotti","MC2"
-0.574205335069326,-4.71561165803776,"Base Atlas","LRP","HIn2"
0.601217214178415,-5.84575291627751,"Base Atlas","Non-Martinotti","nMC1"
