"UMAP_1","UMAP_2","cluster_label","supertype_name_Yao2023"
1.26924728862037,-1.83839673625791,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.5466077279209,-0.598188468092323,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.5044729661106,-1.44615358936155,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.49845432749976,1.72674059045947,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.0474964428783529,-1.50897092449033,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.741930131995785,-0.517378159635902,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.480671162521733,4.6951108492676,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-2.25555830189,-1.92875547038877,"65_Sst Chodl","0241 Sst Chodl Gaba_4"
0.284231896316899,-0.738072343939186,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.70289802066077,-0.743824668997169,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.288974280273808,4.69199257267153,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.362867112076176,-0.951321669691444,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.94721377381097,-2.58000130283201,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.54009365550269,-1.02570504772031,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
2.12556266299476,-0.985432811849952,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.0257347870708577,-1.61964125263059,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.544492955124272,1.94955985916293,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.38318395129432,0.076704315072655,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.26073073855628,-1.28273219692075,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.0743102978824504,0.74825685394442,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.483721966659916,1.15572699827588,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.422573800003422,-1.97612137424314,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.6732294607998,-1.67478508579099,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.235717530166996,0.838540352112412,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.22954582682837,-0.843968220823646,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.161086802566158,-0.202886530035377,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
3.10175990573157,-1.59613842593992,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.347308630859745,0.412697843438744,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.189903492843998,-0.161615081900001,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
3.06959771624793,0.104590228921532,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.0634837199092977,-0.43924576865995,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.416277403747929,-1.62194652187193,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
3.01159715167273,-1.46188826190794,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.71214855202447,-2.93588251697385,"65_Sst Chodl","0241 Sst Chodl Gaba_4"
0.651951546585453,0.572606167918801,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.923647398865116,2.80145686042941,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.98773860446204,4.07575636280215,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.42487787715186,-0.570706196897865,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.62947558871497,-0.289066382521034,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.64588880053748,0.75350999010241,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.17301518210183,-2.19591946231687,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.731355662262333,2.08916609657442,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.17178368083228,2.44737713707125,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.90445756427039,-2.57454890834653,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.910431618606938,-1.75332207309568,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.784895415222538,-0.275308319204689,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.31551694384803,-0.993675657385231,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.477216477310551,-0.409977742308021,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.69499492160071,-1.23727101909483,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-2.62475872524987,-2.95638794528806,"65_Sst Chodl","0239 Sst Chodl Gaba_2"
1.68986796847571,-1.38070315944517,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.279413824164974,-0.808318325155617,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.907354826843632,-1.00401491748655,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.718682761108769,2.06740444076693,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.99351167193641,-1.45060224162901,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.8650224257351,-3.85484380351865,"65_Sst Chodl","0241 Sst Chodl Gaba_4"
1.31532501689185,-0.175962754362465,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.28043436518897,-0.0705782853301771,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.11895203105201,-0.250371762388588,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.595090861236943,-0.968153902166725,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.595413212859737,-2.68520040141904,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.721333260452641,1.5565535939995,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.0403370905758016,-2.6741404019531,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.203812832748783,2.7606615341965,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
1.96844696513404,0.110007039434075,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.907855029022587,-0.303386398428322,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.187648053085697,1.41794758213198,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.440316195404423,1.13743411672747,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.0771455716251261,0.755972406989693,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.60328099616777,0.977377734309792,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.681438808524715,0.834725774056076,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.585644717132939,3.86877303493655,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.968598599350346,3.07196264637148,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.168608908736812,3.76522355449831,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.706372981155025,1.62710177076495,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-2.34484917410623,-3.06256599056089,"65_Sst Chodl","0241 Sst Chodl Gaba_4"
2.32171296588172,-2.08586544620359,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-2.13878536709558,0.08097808731234,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.43425339945565,0.96495599222815,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.483462576949703,1.56043999565279,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
0.00852322093237712,3.74922256839907,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.957809453094112,2.28743057621157,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.71374702938806,2.04548054111636,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.36617100723993,1.49150421393549,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.18685484417688,1.26929800880587,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-2.95053089150201,-0.445392080419899,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-1.28748482950936,2.10940223110354,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-0.207766895377743,2.01768254411852,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-2.54312986620675,0.0523117102447741,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
-3.24244523533593,-3.09127587901914,"63_Sst Chodl","0239 Sst Chodl Gaba_2"
3.1642413090824,3.33496957195437,"65_Sst Chodl","0241 Sst Chodl Gaba_4"
0.122992272293461,3.40000443828738,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
2.63609933367957,3.21441655529177,"64_Sst Chodl","0241 Sst Chodl Gaba_4"
