"","brain_section_label","x","y","supertype_label"
"159989315912320684163644328223891783680","Zhuang-ABCA-2.027",3.79205075727942,6.48427704407709,"VLMC NN_1"
"16096406098677418354689948493987971072","Zhuang-ABCA-2.027",3.7094387191506,6.49140349376673,"Endo NN_1"
"177540101460339426443126662814167465984","Zhuang-ABCA-2.027",3.76717846568766,6.48880099931661,"Endo NN_1"
"273889486947467098469323445348566302720","Zhuang-ABCA-2.027",3.85052728317119,6.46808070697822,"Endo NN_1"
"279371515195576297883645292974656454656","Zhuang-ABCA-2.027",3.8416083325095,6.47032644327778,"Endo NN_1"
"332453290674818682651566362341385699328","Zhuang-ABCA-2.027",3.74509268628813,6.44174348918056,"Astro-TE NN_3"
"56129330278582767192500413631823872000","Zhuang-ABCA-2.027",3.86402809427759,6.47029511997531,"Endo NN_1"
"89328597432821695641002923010411200512","Zhuang-ABCA-2.027",3.83105992503257,6.47051407181125,"Endo NN_1"
"134374815283397044662052475111473152000","Zhuang-ABCA-2.027",3.93382386676514,6.47142310435041,"Microglia NN_1"
"147541046034676644008850756610755133440","Zhuang-ABCA-2.027",4.03108848338675,6.65331286812424,"VLMC NN_1"
"259533292176471114056919186569139585024","Zhuang-ABCA-2.027",4.05330161003508,6.64378236480327,"Astro-TE NN_1"
"322611816114099214342293182472163164160","Zhuang-ABCA-2.027",4.07258789636232,6.63390182209988,"BAM NN_1"
"334317472756058100915488656752218472448","Zhuang-ABCA-2.027",4.08178709420122,6.62661442982747,"VLMC NN_1"
"83876692083998126655054416158784487424","Zhuang-ABCA-2.027",3.97676454916512,6.48369799254084,"Astro-TE NN_1"
"101507946537199052751204408615067713536","Zhuang-ABCA-2.027",4.17653588591746,6.57160261865261,"BAM NN_1"
"105358084330041508327870897753763610624","Zhuang-ABCA-2.027",4.17885337382296,6.57195589408313,"Endo NN_1"
"133090520529602921694310953760820559872","Zhuang-ABCA-2.027",4.1970588254052,6.55502290676808,"VLMC NN_1"
"139150565794454495920477226420431486976","Zhuang-ABCA-2.027",4.21256310923376,6.56910080817182,"BAM NN_1"
"177165139165455953673946060270671495168","Zhuang-ABCA-2.027",4.27931053865134,6.54523205368614,"VLMC NN_1"
"202256339940114504394255850487836311552","Zhuang-ABCA-2.027",4.1228260997713,6.60407863253502,"VLMC NN_1"
"20434414304792077366063536506176274432","Zhuang-ABCA-2.027",4.28608455860862,6.57774756849288,"Microglia NN_1"
"218241341467636753999906005696630489088","Zhuang-ABCA-2.027",4.17157841041921,6.58904530878861,"BAM NN_1"
"219487529611628076137272739410112151552","Zhuang-ABCA-2.027",4.28700090094718,6.54022416185105,"VLMC NN_1"
"221854872692194334030333130019218391040","Zhuang-ABCA-2.027",4.19859451349074,6.5422339779207,"BAM NN_1"
"24315166929097813246487050896522870784","Zhuang-ABCA-2.027",4.23863067100084,6.55560154152136,"VLMC NN_1"
"244469751377240625012924328928161562624","Zhuang-ABCA-2.027",4.29908286785708,6.53416444163681,"VLMC NN_1"
"25012036370055714810708086190721990656","Zhuang-ABCA-2.027",4.27717496197568,6.55797054951756,"VLMC NN_2"
"25279403234605880314115899508274495488","Zhuang-ABCA-2.027",4.14847798284012,6.57661631188364,"Endo NN_1"
"258687145144117690710364439633224269824","Zhuang-ABCA-2.027",4.20346322666379,6.56484013216628,"VLMC NN_1"
"265815470852006586271229103196912746496","Zhuang-ABCA-2.027",4.23036937120356,6.56416105540939,"VLMC NN_1"
"279861809036687049989917760675416899584","Zhuang-ABCA-2.027",4.18817599099564,6.58782142131938,"ABC NN_1"
"289732217311028293328935417377233829888","Zhuang-ABCA-2.027",4.31452827018671,6.53445287394593,"VLMC NN_1"
"290908389638273933489823581431360651264","Zhuang-ABCA-2.027",4.15128291265492,6.58519017362085,"VLMC NN_1"
"297860958845975620792767988142343979008","Zhuang-ABCA-2.027",4.26148291046553,6.57634277125832,"ABC NN_1"
"304311305054499604892366751885149863936","Zhuang-ABCA-2.027",4.1806997690019,6.58910410619523,"VLMC NN_1"
"32517168583260269572176522963438272512","Zhuang-ABCA-2.027",4.11652960808225,6.59804339704879,"BAM NN_1"
"327640976807943755823070143386784628736","Zhuang-ABCA-2.027",4.14284392882656,6.58785256255927,"VLMC NN_1"
"39066435383340979103408686537646276608","Zhuang-ABCA-2.027",4.24910227875586,6.52728882033265,"Endo NN_1"
"67899690592980078801552188363497275392","Zhuang-ABCA-2.027",4.26874020534608,6.56782758476831,"ABC NN_1"
"78677561188285467616822601622495428608","Zhuang-ABCA-2.027",4.13264963028408,6.5913675509046,"VLMC NN_1"
"81983747292273325544541334828702760960","Zhuang-ABCA-2.027",4.25422480627286,6.5581850437112,"VLMC NN_1"
"10056918251463438385792148612038262784","Zhuang-ABCA-2.027",4.77552217695683,6.41127648363611,"OPC NN_1"
"321552308104381591452845878637563478016","Zhuang-ABCA-2.027",4.80561051509551,6.42958593661251,"Astro-NT NN_2"
"33448800110131421830708359005120495616","Zhuang-ABCA-2.027",4.78199240528436,6.41789572889014,"Astro-NT NN_2"
"107115530342167174654781994679616405504","Zhuang-ABCA-2.027",4.61330396723957,6.43336394556829,"SMC NN_1"
"111094027110621206139816914388911128576","Zhuang-ABCA-2.027",4.60453030152725,6.47841134011891,"Endo NN_1"
"124596695236299725841262390491165491200","Zhuang-ABCA-2.027",4.5434647251725,6.45154115401338,"SMC NN_1"
"125117382534079396557690922911932612608","Zhuang-ABCA-2.027",4.61911046865752,6.43527313521865,"SMC NN_1"
"149907688401491688387125072945689395200","Zhuang-ABCA-2.027",4.59060037039817,6.47800274764871,"Endo NN_1"
"177072933860062495160018212698426703872","Zhuang-ABCA-2.027",4.57321836194963,6.4271815644545,"VLMC NN_1"
"234565509330114791206130076917467971584","Zhuang-ABCA-2.027",4.57113279266613,6.4364979400601,"SMC NN_1"
"256301619389963922247964262256269590528","Zhuang-ABCA-2.027",4.58866631264107,6.4233754562928,"SMC NN_1"
"316675456763461981332392866441372631040","Zhuang-ABCA-2.027",4.56522848480676,6.47751356055115,"Endo NN_1"
"317251348524867874472707546423425499136","Zhuang-ABCA-2.027",4.60512871139624,6.42605671062586,"SMC NN_1"
"42254192294282834517068407893565374464","Zhuang-ABCA-2.027",4.64147383707575,6.45941444364184,"Peri NN_1"
"51677040713248070413692549380194697216","Zhuang-ABCA-2.027",4.56008479118957,6.4316724262565,"CT SUB Glut_1"
"65666908328457871599774633696813907968","Zhuang-ABCA-2.027",4.64048666126374,6.44523994943281,"SMC NN_1"
"91423324842844160929328452648478703616","Zhuang-ABCA-2.027",4.6154073945333,6.48043983481441,"SMC NN_1"
"110748039734997538347511378225053827072","Zhuang-ABCA-2.027",4.3835354719813,6.47320213300298,"Endo NN_1"
"112892349039012175946869976756215873536","Zhuang-ABCA-2.027",4.48213022183812,6.47022181613806,"VLMC NN_1"
"11441758027578952078293799375208448000","Zhuang-ABCA-2.027",4.51483995993755,6.43066753151547,"COP NN_1"
"122630144374213666455692335235140157440","Zhuang-ABCA-2.027",4.50520836409239,6.46017977760483,"VLMC NN_1"
"130845364090731601194975529778404130816","Zhuang-ABCA-2.027",4.33441966826382,6.52795917285796,"VLMC NN_2"
"154358137549258679879035159361341095936","Zhuang-ABCA-2.027",4.41159443407053,6.51777120558516,"VLMC NN_1"
"16869044431580860669036513317953208320","Zhuang-ABCA-2.027",4.52222165347345,6.45189062349096,"VLMC NN_1"
"179193691942005093433801902938921107456","Zhuang-ABCA-2.027",4.39365033212095,6.5087415544099,"Endo NN_1"
"209299825771516856167062931784610086912","Zhuang-ABCA-2.027",4.48457073947454,6.46987739373589,"VLMC NN_1"
"222560963250702907524533147900405874688","Zhuang-ABCA-2.027",4.4005972794046,6.51516816494732,"SMC NN_1"
"226585014196626863986669837348413374464","Zhuang-ABCA-2.027",4.45963007245202,6.48169386959039,"VLMC NN_2"
"228952404548725368403823607090010652672","Zhuang-ABCA-2.027",4.51857116520957,6.46851234174451,"SMC NN_1"
"230045811464033179034591875390362353664","Zhuang-ABCA-2.027",4.43991682486103,6.4654350750085,"Astro-NT NN_2"
"23049810970373785536789995319499685888","Zhuang-ABCA-2.027",4.38984268662352,6.48765058951252,"Endo NN_1"
"242309277774066765436757538954853482496","Zhuang-ABCA-2.027",4.42869026982854,6.47009616350926,"VLMC NN_2"
